code,age,name,gender,company,Aracaju (SE)_as_source,Brasilia (DF)_as_source,Campo Grande (MS)_as_source,Florianopolis (SC)_as_source,Natal (RN)_as_source,Recife (PE)_as_source,Rio de Janeiro (RJ)_as_source,Salvador (BH)_as_source,Sao Paulo (SP)_as_source,Aracaju (SE)_as_destination,Brasilia (DF)_as_destination,Campo Grande (MS)_as_destination,Florianopolis (SC)_as_destination,Natal (RN)_as_destination,Recife (PE)_as_destination,Rio de Janeiro (RJ)_as_destination,Salvador (BH)_as_destination,Sao Paulo (SP)_as_destination,economic_count,firstClass_count,premium_count,total_distance,total_price,total_time,january_as_travel_month,february_as_travel_month,march_as_travel_month,april_as_travel_month,may_as_travel_month,june_as_travel_month,july_as_travel_month,august_as_travel_month,september_as_travel_month,october_as_travel_month,november_as_travel_month,december_as_travel_month
417,Dana King,35,none,4You,38,30,4,8,15,24,5,7,15,38,30,4,8,15,24,5,7,15,50,58,38,68697.16000000003,127376.10999999999,178.48,19,11,9,9,9,8,9,9,10,19,16,18
418,Frank Street,61,none,4You,36,35,14,5,10,33,6,8,7,36,35,14,5,10,33,6,8,7,34,82,38,74919.75999999995,149563.25999999998,194.61999999999986,18,15,14,9,9,8,9,9,10,19,16,18
419,Tanya Donahue,36,none,4You,52,52,9,13,18,54,17,19,16,52,52,9,13,18,54,17,19,16,82,110,58,125032.22000000015,225759.5099999999,324.9600000000001,28,19,17,18,17,17,18,18,19,27,26,26
420,April Williams,46,female,4You,9,11,0,6,2,16,3,7,2,9,11,0,6,2,16,3,7,2,18,22,16,31652.38,54448.33000000001,82.25999999999993,10,7,9,2,0,0,0,0,2,9,9,8
421,Brenda Alvarado,45,none,4You,2,1,0,0,3,2,1,0,1,2,1,0,0,3,2,1,0,1,2,8,0,2954.1800000000003,7702.5199999999995,7.68,0,0,0,0,0,0,0,0,2,8,0,0
422,Mary Ewers,29,none,4You,83,81,30,24,17,90,26,26,23,83,81,30,24,17,90,26,26,23,110,194,96,207213.61999999976,382500.78999999986,538.4200000000008,35,32,35,36,34,34,35,25,28,37,32,37
423,Sandra Sawin,21,female,4You,25,37,17,8,12,32,11,14,6,25,37,17,8,12,32,11,14,6,50,70,42,80999.97999999995,150308.19000000006,210.4999999999998,17,16,18,13,9,8,9,9,10,18,18,17
424,Diana Mcelrath,59,female,4You,23,19,8,5,8,21,5,6,5,23,19,8,5,8,21,5,6,5,40,46,14,49839.17999999998,90223.99999999997,129.4999999999999,9,8,9,9,8,9,9,9,4,9,8,9
425,Dorothy Martin,61,female,4You,56,62,20,11,12,56,29,25,15,56,62,20,11,12,56,29,25,15,70,134,82,144754.66,270830.79999999993,376.1800000000007,27,24,26,27,25,23,19,17,19,27,25,27
426,Amy Kun,65,none,4You,20,21,3,3,5,20,8,10,6,20,21,3,3,5,20,8,10,6,24,44,28,51095.64,94101.13,132.77999999999994,9,8,9,9,8,9,9,7,2,9,9,8
427,Margaret Morley,63,female,4You,2,5,1,1,0,3,0,0,0,2,5,1,1,0,3,0,0,0,2,8,2,4581.219999999999,10479.54,11.92,0,0,0,0,0,0,0,0,2,9,1,0
428,Marion Smith,42,none,4You,31,48,10,10,14,40,23,13,7,31,48,10,10,14,40,23,13,7,54,86,56,96358.78000000012,178021.70999999993,250.4600000000001,18,17,16,18,18,16,18,12,10,18,17,18
429,Brian Zimmermann,44,male,4You,32,29,10,6,9,34,9,12,11,32,29,10,6,9,34,9,12,11,52,50,50,79831.69999999998,138103.98000000004,207.4399999999999,17,18,10,9,9,8,9,9,10,18,17,18
430,Sharyl Simmons,36,female,4You,72,94,21,20,27,85,25,27,19,72,94,21,20,27,85,25,27,19,130,140,120,193420.87999999974,348046.8300000001,502.62000000000074,35,32,35,35,35,31,28,25,28,37,32,37
431,Matilda Wright,44,none,4You,64,59,15,21,23,63,15,16,22,64,59,15,21,23,63,15,16,22,86,126,86,143467.31999999995,264719.02999999997,372.82000000000033,27,25,25,27,26,25,28,17,19,27,26,26
432,Linda Speight,52,female,4You,63,57,30,18,24,67,20,28,13,63,57,30,18,24,67,20,28,13,78,142,100,168878.09999999992,310314.93,438.90000000000055,26,23,27,26,27,25,28,25,29,30,26,28
433,Bradley Johnson,57,none,4You,39,39,8,14,11,40,10,6,9,39,39,8,14,11,40,10,6,9,50,72,54,85081.38000000006,156710.01999999996,221.1399999999999,17,16,18,18,17,9,9,9,10,18,18,17
434,Johnny Odom,29,male,4You,72,70,13,13,18,69,21,21,27,72,70,13,13,18,69,21,21,27,100,134,90,164312.05999999997,298192.39999999985,427.0000000000005,27,25,25,26,27,25,28,25,28,37,25,26
435,Eric Barakat,57,male,4You,39,37,13,12,8,30,13,16,6,39,37,13,12,8,30,13,16,6,56,68,50,95501.9,165485.3600000001,248.1599999999999,18,16,17,18,16,8,9,9,10,19,16,18
436,Linda Ellis,53,none,4You,80,84,31,26,26,84,18,14,19,80,84,31,26,26,84,18,14,19,110,168,104,178943.41999999984,339209.08999999985,465.00000000000045,36,31,35,35,33,25,27,26,28,36,34,36
437,Diane Huff,60,none,4You,31,29,8,8,5,27,12,9,13,31,29,8,8,5,27,12,9,13,54,60,28,69214.29999999999,125947.58999999998,179.84000000000003,18,9,8,9,9,8,9,9,10,19,16,18
438,Michael Stroik,44,male,4You,12,12,3,3,8,7,5,6,2,12,12,3,3,8,7,5,6,2,20,20,18,30228.020000000004,52653.61,78.57999999999998,9,8,9,4,0,0,0,0,2,9,8,9
439,Cynthia Hall,21,none,4You,32,33,9,8,12,25,15,10,6,32,33,9,8,12,25,15,10,6,44,80,26,71320.47999999995,133849.37999999995,185.3799999999999,18,16,9,9,8,9,9,9,10,19,16,18
440,Donald Stallworth,46,none,4You,74,61,18,9,24,59,30,15,20,74,61,18,9,24,59,30,15,20,74,144,92,147011.25999999998,282550.18000000034,382.0400000000003,27,25,25,28,25,25,27,26,23,27,25,27
441,Robert Coronado,32,male,4You,71,64,21,24,19,64,15,23,23,71,64,21,24,19,64,15,23,23,84,150,90,169918.16000000018,315964.71,441.5600000000002,25,25,26,26,27,25,28,25,28,36,26,27
442,Renee Brock,24,female,4You,56,67,16,23,19,54,20,24,15,56,67,16,23,19,54,20,24,15,86,106,102,153585.12000000005,272848.9,399.22000000000065,27,24,26,27,26,25,23,18,19,27,26,26
443,Alberto Hamner,24,male,4You,14,13,6,3,4,8,2,4,8,14,13,6,3,4,8,2,4,8,18,26,18,29414.779999999988,56662.66000000001,76.43999999999998,9,9,8,8,0,0,0,0,2,9,9,8
444,Jodi Norton,37,none,4You,7,2,0,2,1,4,0,4,4,7,2,0,2,1,4,0,4,4,6,8,10,14105.580000000002,25095.870000000003,36.64,0,0,0,0,0,0,0,0,2,9,9,4
445,Laura Burns,23,female,4You,70,94,17,20,30,70,24,24,25,70,94,17,20,30,70,24,24,25,102,144,128,175092.47999999984,328683.4300000001,455.1000000000011,34,32,36,32,27,25,28,25,28,36,33,38
446,Henry Burkhard,46,male,4You,4,5,2,1,0,6,1,1,0,4,5,2,1,0,6,1,1,0,2,10,8,9487.679999999998,18883.26,24.660000000000004,0,0,0,0,0,0,0,0,2,9,8,1
447,Adam Hawkins,43,none,4You,83,81,25,15,22,82,25,32,27,83,81,25,15,22,82,25,32,27,110,182,100,197236.19999999992,367482.48000000016,512.5000000000005,35,32,35,35,35,33,28,25,28,35,34,37
448,Marion Casey,28,female,4You,76,80,27,31,29,76,24,17,18,76,80,27,31,29,76,24,17,18,108,152,118,190712.6,347063.0199999996,495.64000000000084,36,31,35,36,28,25,27,26,28,37,33,36
449,Valerie Gonzalez,61,female,4You,32,44,11,15,11,43,9,10,7,32,44,11,15,11,43,9,10,7,54,82,46,94500.76000000002,172722.05,245.62000000000006,17,18,16,18,18,14,9,9,10,18,17,18
450,Monica Briggs,42,none,4You,68,66,25,18,16,56,17,18,16,68,66,25,18,16,56,17,18,16,70,146,84,150847.7800000001,290134.71,391.99999999999994,26,26,25,27,26,25,28,19,19,26,27,26
451,Derick Krausz,46,male,4You,35,38,5,9,15,22,4,6,12,35,38,5,9,15,22,4,6,12,28,70,48,66184.08,133858.26,172.00000000000003,17,13,9,9,9,8,9,9,10,19,16,18
452,Maynard Murray,33,none,4You,34,40,6,6,8,54,17,14,17,34,40,6,6,8,54,17,14,17,58,98,40,100731.06000000017,185109.17000000004,261.72,18,15,18,19,17,16,19,11,10,19,16,18
453,Christopher Norman,29,none,Monsters CYA,12,17,153,21,16,24,23,22,18,12,17,153,21,16,24,23,22,18,80,134,92,149002.13999999958,277807.0399999999,386.9600000000002,28,23,26,26,27,25,28,25,19,28,24,27
454,James Cox,52,none,Monsters CYA,19,26,183,26,26,18,27,15,26,19,26,183,26,26,18,27,15,26,72,174,120,169259.63999999978,338147.78,439.5200000000001,34,32,34,27,25,26,28,25,28,36,34,37
455,Dana Looney,56,female,Monsters CYA,21,19,159,20,20,20,18,21,20,21,19,159,20,20,20,18,21,20,98,144,76,149952.75999999983,283551.1699999999,389.5,27,24,26,27,26,25,28,25,28,29,26,27
456,Gertrude Rice,36,female,Monsters CYA,12,16,123,11,18,22,12,14,18,12,16,123,11,18,22,12,14,18,78,108,60,109731.65999999999,211773.89999999997,285.0199999999999,27,16,17,19,17,16,19,17,19,27,25,27
457,Leonel Richardson,49,male,Monsters CYA,8,4,46,5,7,8,4,6,4,8,4,46,5,7,8,4,6,4,22,48,22,44502.90000000001,85730.99999999997,115.59999999999998,10,7,9,9,8,9,9,3,2,9,8,9
458,Donald Jansen,22,male,Monsters CYA,15,12,91,8,12,10,11,12,11,15,12,91,8,12,10,11,12,11,54,78,50,86052.64000000004,164468.72999999998,223.51999999999998,18,16,17,19,17,14,9,9,10,18,18,17
459,Joseph Silva,50,male,Monsters CYA,12,11,118,19,16,14,10,17,19,12,11,118,19,16,14,10,17,19,84,114,38,106811.06,201142.08000000007,277.5,19,14,18,18,18,16,19,17,19,28,24,26
460,William Washington,63,male,Monsters CYA,22,13,113,9,10,10,16,18,15,22,13,113,9,10,10,16,18,15,76,84,66,111532.97999999992,199293.42,289.74,17,18,16,18,17,17,19,17,19,28,22,18
461,Ma Hall,63,female,Monsters CYA,32,18,187,23,25,15,25,22,27,32,18,187,23,25,15,25,22,27,128,142,104,178985.6999999998,329381.28,464.9200000000001,35,33,35,34,25,26,27,26,28,37,32,36
462,David Leone,43,male,Monsters CYA,22,20,171,19,22,27,20,21,20,22,20,171,19,22,27,20,21,20,98,172,72,162384.97999999978,311669.52,421.76,26,26,25,26,26,26,26,27,28,35,35,36
463,Robert White,22,none,Monsters CYA,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1070.8,1823.99,2.78,0,0,0,0,0,0,0,0,2,0,0,0
464,Zachary Richardson,60,male,Monsters CYA,8,9,50,4,8,5,6,7,3,8,9,50,4,8,5,6,7,3,34,36,30,47355.40000000001,88779.92,122.97999999999999,9,9,8,9,8,9,9,9,4,9,8,9
465,Judith Brown,34,none,Monsters CYA,9,14,79,12,13,8,10,5,8,9,14,79,12,13,8,10,5,8,62,66,30,72377.44,134916.52,187.91999999999996,17,18,16,9,8,9,9,9,10,18,18,17
466,Walter Ortiz,52,male,Monsters CYA,3,7,35,3,4,3,1,5,9,3,7,35,3,4,3,1,5,9,20,22,28,26313.420000000013,52903.05,68.39999999999996,9,9,8,9,7,0,0,0,2,9,8,9
467,Justin Emmons,31,male,Monsters CYA,5,4,33,2,3,8,4,2,5,5,4,33,2,3,8,4,2,5,18,20,28,31311.72000000001,57439.74000000001,81.31999999999998,10,8,8,9,3,0,0,0,2,9,9,8
468,Robert Terrell,47,male,Monsters CYA,0,1,13,3,2,3,3,0,1,0,1,13,3,2,3,3,0,1,2,12,12,13388.699999999997,26291.24,34.74,0,0,0,0,0,0,0,0,2,9,9,6
469,Dennis Phillips,41,none,Monsters CYA,14,11,118,15,12,13,14,20,19,14,11,118,15,12,13,14,20,19,70,98,68,111330.62000000002,208815.55,289.2399999999999,18,16,17,18,18,16,19,17,19,27,25,26
470,Ima Borne,23,female,Monsters CYA,7,7,47,7,2,3,10,4,7,7,7,47,7,2,3,10,4,7,24,48,22,47901.06,91742.40999999996,124.38,10,8,8,9,9,8,9,5,2,9,8,9
471,Norma Brady,26,female,Monsters CYA,5,8,53,5,9,2,4,6,14,5,8,53,5,9,2,4,6,14,32,42,32,40766.21999999999,82846.28,105.94,9,9,8,9,9,8,10,8,10,9,9,8
472,Helen Heavilin,28,female,Monsters CYA,10,12,91,8,13,15,11,5,17,10,12,91,8,13,15,11,5,17,42,78,62,80112.88000000003,158239.87,208.05999999999995,18,16,17,18,18,14,9,9,10,18,17,18
473,Anita Smothers,48,female,Monsters CYA,1,0,2,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,4,0,0,2447.8199999999997,2947.21,6.36,0,0,0,0,0,0,0,0,2,2,0,0
474,Dorothy Sample,48,female,Monsters CYA,14,14,85,10,2,14,10,9,12,14,14,85,10,2,14,10,9,12,56,68,46,83017.52,152422.03,215.63999999999993,18,16,17,18,12,8,9,9,10,18,18,17
475,Cindy Sullivan,44,female,Monsters CYA,6,2,48,10,4,4,8,7,7,6,2,48,10,4,4,8,7,7,22,50,24,49248.360000000015,91247.86000000002,127.92,9,9,8,9,9,8,10,6,2,9,8,9
476,Major Girard,31,male,Monsters CYA,3,3,27,3,4,2,5,5,2,3,3,27,3,4,2,5,5,2,14,26,14,27117.78,52372.240000000005,70.41999999999999,9,9,8,0,0,0,0,0,2,9,8,9
477,Kevin Boyd,46,none,Monsters CYA,14,13,115,12,8,20,19,18,11,14,13,115,12,8,20,19,18,11,70,96,64,117772.64,213124.75999999995,305.86,19,15,17,18,18,16,20,16,19,27,25,20
478,Jerry Pickle,62,none,Monsters CYA,25,24,185,21,23,21,17,25,29,25,24,185,21,23,21,17,25,29,86,182,102,167246.77999999985,333115.3800000001,434.50000000000006,35,33,34,31,25,25,28,25,28,36,34,36
479,Earl Traina,42,none,Monsters CYA,14,13,103,19,13,10,12,5,17,14,13,103,19,13,10,12,5,17,58,88,60,94751.85999999999,182646.12000000005,246.07999999999998,18,16,17,18,18,16,18,18,14,18,17,18
480,Donna Koonce,32,female,Monsters CYA,5,12,74,7,14,12,7,8,9,5,12,74,7,14,12,7,8,9,52,68,28,63743.90000000004,124969.79000000001,165.54000000000002,18,15,8,9,9,8,9,9,10,18,17,18
481,Lyman Huizar,62,none,Monsters CYA,7,7,55,9,6,7,6,6,7,7,7,55,9,6,7,6,6,7,30,42,38,52122.46000000001,97565.48,135.38,9,9,8,9,9,8,9,9,10,13,9,8
482,William Northey,31,male,Monsters CYA,19,23,174,31,18,22,21,18,22,19,23,174,31,18,22,21,18,22,116,144,88,165714.37999999977,302859.48000000016,430.3800000000002,35,22,27,26,27,25,27,26,28,37,32,36
483,Henry Browne,58,none,Monsters CYA,23,24,196,23,29,29,22,24,22,23,24,196,23,29,29,22,24,22,112,172,108,183181.2199999998,347740.5899999999,475.7600000000002,34,32,35,35,35,33,27,26,29,36,33,37
484,Julie Bourgeois,44,female,Monsters CYA,11,11,88,7,8,6,15,14,16,11,11,88,7,8,6,15,14,16,54,76,46,83083.57999999999,157559.89,215.81999999999994,19,15,17,18,18,8,9,9,10,19,16,18
485,Angelina Lane,29,none,Monsters CYA,19,12,155,21,24,25,24,15,15,19,12,155,21,24,25,24,15,15,98,128,84,153699.0999999999,281282.95999999996,399.1000000000002,26,25,26,26,26,26,28,25,23,27,25,27
486,Katelyn Ogorman,46,none,Monsters CYA,29,18,191,27,22,30,17,18,30,29,18,191,27,22,30,17,18,30,98,176,108,178160.41999999975,341335.8499999999,462.81999999999994,36,33,34,37,30,26,27,26,29,36,33,35
487,Nancy Doggett,40,none,Monsters CYA,18,25,151,14,18,25,16,20,15,18,25,151,14,18,25,16,20,15,72,120,110,140897.31999999992,269769.49000000005,365.9399999999998,27,23,27,27,26,25,28,21,19,28,25,26
488,Sonja Bell,56,female,Monsters CYA,11,11,100,8,12,11,10,12,25,11,11,100,8,12,11,10,12,25,44,96,60,84464.44,172698.73,219.47999999999996,18,16,17,18,17,17,18,16,10,18,18,17
489,James Wareham,57,none,Monsters CYA,9,13,99,11,12,21,7,15,11,9,13,99,11,12,21,7,15,11,56,84,58,90710.70000000001,171959.60999999996,235.64000000000004,17,17,17,19,16,17,18,14,10,19,17,17
490,Frank Lopez,39,none,Monsters CYA,23,24,157,14,21,21,19,17,18,23,24,157,14,21,21,19,17,18,84,140,90,146777.9599999999,281727.30000000005,381.2000000000001,26,25,26,26,27,25,27,26,27,26,27,26
491,Lazaro Jordan,65,male,Monsters CYA,23,23,175,22,16,32,15,21,23,23,23,175,22,16,32,15,21,23,112,144,94,164084.59999999992,308302.06,426.23999999999995,35,25,25,26,26,26,28,25,29,36,33,36
492,Scott Chavez,36,male,Monsters CYA,22,24,152,22,16,15,14,22,17,22,24,152,22,16,15,14,22,17,90,134,80,142549.2799999998,269215.62000000005,370.30000000000007,26,25,26,26,27,25,28,23,19,27,25,27
493,Artie Ladner,48,female,Monsters CYA,18,20,154,14,17,27,17,24,17,18,20,154,14,17,27,17,24,17,74,148,86,146225.11999999985,283283.1900000002,379.81999999999994,27,25,25,27,25,26,27,26,21,27,25,27
494,Steven Colon,31,male,Monsters CYA,1,2,12,2,1,3,1,1,1,1,2,12,2,1,3,1,1,1,2,14,8,11414.079999999998,23409.09,29.640000000000004,0,0,0,0,0,0,0,0,2,9,9,4
495,Robert Carpenter,44,male,Monsters CYA,3,4,39,3,5,7,4,7,6,3,4,39,3,5,7,4,7,6,12,44,22,35350.70000000001,73129.75000000003,91.83999999999999,9,9,8,9,8,7,0,0,2,9,9,8
496,Charlotte Johnson,51,none,Monsters CYA,9,8,56,8,5,6,10,4,6,9,8,56,8,5,6,10,4,6,28,52,32,56584.520000000004,108087.27999999998,146.92,9,8,9,9,8,9,9,9,10,15,9,8
497,Christopher Cooper,60,male,Monsters CYA,13,20,163,19,20,22,22,21,26,13,20,163,19,20,22,22,21,26,92,140,94,149571.0199999997,283282.28,388.4800000000001,26,25,26,26,27,25,28,25,28,36,28,26
498,Melvin Wineland,64,male,Monsters CYA,14,8,96,10,15,9,16,12,12,14,8,96,10,15,9,16,12,12,44,96,52,93660.5999999999,182614.91999999998,243.24000000000024,18,16,17,18,18,16,17,9,10,19,16,18
499,Andrew Sperdute,62,male,Monsters CYA,17,13,122,16,13,14,10,17,22,17,13,122,16,13,14,10,17,22,66,110,68,110485.23999999979,212065.02999999994,287.0800000000003,24,18,16,18,18,16,19,17,19,28,24,27
500,Edward Zahner,42,male,Monsters CYA,15,17,165,27,24,20,12,20,30,15,17,165,27,24,20,12,20,30,88,140,102,143721.49999999962,278238.46999999986,373.40000000000015,27,24,26,26,27,25,28,25,28,37,31,26
501,Amy Ruff,21,female,Monsters CYA,13,15,111,15,12,9,13,14,20,13,15,111,15,12,9,13,14,20,52,84,86,100424.21999999984,193355.2099999999,260.8800000000001,18,17,16,18,18,16,18,18,19,27,20,17
502,Jason Bottone,55,none,Monsters CYA,20,23,169,21,22,20,22,21,20,20,23,169,21,22,20,22,21,20,122,124,92,159476.33999999973,286743.2599999999,414.1800000000003,26,25,25,27,26,25,28,25,28,37,32,34
503,Mark Smith,30,male,Monsters CYA,11,10,84,12,6,18,8,11,8,11,10,84,12,6,18,8,11,8,42,54,72,82996.87999999993,150165.08000000002,215.57999999999998,18,17,16,18,10,8,9,9,10,18,17,18
504,Rafael Wood,61,none,Monsters CYA,23,25,190,19,19,29,24,26,25,23,25,190,19,19,29,24,26,25,102,172,106,180457.13999999975,344761.3299999999,468.7199999999999,35,32,35,35,30,26,28,25,28,36,33,37
505,Arthur Acevedo,24,male,Monsters CYA,15,14,152,25,20,26,18,14,20,15,14,152,25,20,26,18,14,20,88,126,90,144224.6999999999,267676.81000000006,374.5600000000002,26,25,26,26,27,25,26,25,19,28,25,26
506,David Grady,61,male,Monsters CYA,4,3,27,2,1,4,1,4,8,4,3,27,2,1,4,1,4,8,8,32,14,22430.000000000004,47136.14,58.32,9,8,9,0,0,0,0,0,2,9,8,9
507,Thomas Coleman,57,male,Monsters CYA,21,14,133,14,17,15,19,16,17,21,14,133,14,17,15,19,16,17,62,130,74,128812.19999999998,249544.79999999996,334.55999999999995,26,24,26,21,18,16,19,17,19,27,25,28
508,Gwen Payne,64,female,Monsters CYA,5,4,28,4,1,5,4,4,1,5,4,28,4,1,5,4,4,1,16,32,8,30135.440000000002,56322.06000000001,78.25999999999999,9,8,9,2,0,0,0,0,2,9,8,9
509,Brian Thompson,21,none,Monsters CYA,21,17,140,11,20,14,20,18,19,21,17,140,11,20,14,20,18,19,82,120,78,131844.0199999999,250966.43000000008,342.44000000000005,27,24,26,27,26,16,18,18,19,28,24,27
510,Traci Shelton,41,none,Monsters CYA,12,23,136,24,14,14,16,17,16,12,23,136,24,14,14,16,17,16,76,132,64,126879.67999999993,242168.61000000004,329.5200000000001,27,24,26,27,17,17,18,18,19,27,26,26
511,Wilma Prescott,32,female,Monsters CYA,19,8,137,19,25,18,18,11,19,19,8,137,19,25,18,18,11,19,64,132,78,129677.30000000002,248303.32999999996,336.78,27,25,25,27,20,16,19,17,19,27,25,27
512,Juanita Baker,52,female,Monsters CYA,22,21,187,23,20,24,23,27,27,22,21,187,23,20,24,23,27,27,108,158,108,176777.77999999982,330252.07999999984,459.2000000000003,37,32,34,34,26,25,27,26,28,37,33,35
513,Kia Rodriguez,64,female,Monsters CYA,8,10,67,15,6,8,6,7,7,8,10,67,15,6,8,6,7,7,34,62,38,64090.06000000002,124007.31999999995,166.45999999999992,11,7,9,9,8,9,9,9,10,18,18,17
514,Myesha Taranto,41,female,Monsters CYA,19,21,162,18,20,23,19,18,24,19,21,162,18,20,23,19,18,24,96,122,106,149204.99999999988,277345.56000000006,387.5399999999999,26,24,26,27,26,25,28,25,28,36,25,28
515,Anna Edgar,24,none,Monsters CYA,14,14,80,12,9,12,7,5,7,14,14,80,12,9,12,7,5,7,48,66,46,75980.88,144856.39999999997,197.31999999999994,19,16,16,11,9,8,10,8,10,18,17,18
516,Julie Hamson,47,female,Monsters CYA,21,23,172,17,23,18,15,28,27,21,23,172,17,23,18,15,28,27,96,136,112,152922.93999999983,296337.87,397.3200000000001,28,24,26,26,27,25,28,25,28,36,33,38
517,Linda Gordan,30,none,Monsters CYA,20,18,160,17,16,23,25,19,22,20,18,160,17,16,23,25,19,22,86,150,84,155735.4999999997,296245.14,404.46000000000004,26,25,26,28,25,25,27,26,29,31,26,26
518,James White,25,male,Monsters CYA,6,9,52,3,8,5,9,5,7,6,9,52,3,8,5,9,5,7,20,36,48,47702.66,93088.07999999997,123.85999999999999,9,9,8,9,9,8,9,9,8,9,8,9
519,Alan Ferebee,32,male,Monsters CYA,12,3,72,10,5,12,11,12,7,12,3,72,10,5,12,11,12,7,46,64,34,76735.00000000001,135870.01,199.32,19,9,9,9,8,9,9,9,10,19,17,17
520,Bobby Alex,30,male,Monsters CYA,0,0,8,2,0,1,3,0,2,0,0,8,2,0,1,3,0,2,6,6,4,8877.799999999997,15052.070000000002,23.04,0,0,0,0,0,0,0,0,2,9,5,0
521,Alicia Cedar,29,female,Monsters CYA,25,25,172,17,10,24,18,24,29,25,25,172,17,10,24,18,24,29,108,130,106,160474.6999999998,299207.53000000014,416.9200000000002,30,23,26,27,26,25,28,25,29,36,33,36
522,Wilfred Briggs,55,male,Monsters CYA,14,5,77,11,10,13,5,9,10,14,5,77,11,10,13,5,9,10,32,70,52,73368.94000000003,141083.32999999996,190.62,19,15,13,9,8,9,10,8,10,19,16,18
523,Timmy Lemons,34,none,Monsters CYA,13,13,82,8,5,14,10,9,10,13,13,82,8,5,14,10,9,10,34,72,58,79697.88000000002,153393.53999999998,206.99999999999994,18,17,16,15,9,8,10,8,10,18,17,18
524,Linda Parks,50,female,Monsters CYA,1,9,39,2,8,4,3,5,7,1,9,39,2,8,4,3,5,7,26,28,24,29305.48000000001,60693.78000000001,76.11999999999995,9,9,8,9,9,6,0,0,2,9,9,8
525,Cynthia Luzar,32,none,Monsters CYA,10,13,133,17,21,18,20,18,16,10,13,133,17,21,18,20,18,16,76,122,68,125981.18000000001,236850.44000000006,327.1600000000001,27,25,25,21,18,16,19,17,19,26,27,26
526,Joy Sibley,62,none,Monsters CYA,5,2,41,4,3,5,3,9,10,5,2,41,4,3,5,3,9,10,20,42,20,36665.76000000001,70611.13999999998,95.31999999999998,9,9,8,9,9,8,2,0,2,9,8,9
527,Elma Gonzales,40,female,Monsters CYA,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,336.44,1183.1599999999999,0.88,0,0,0,0,0,0,0,0,2,0,0,0
528,Frances Kendall,34,female,Monsters CYA,0,3,12,2,1,0,1,2,3,0,3,12,2,1,0,1,2,3,6,8,10,9174.439999999999,18410.520000000004,23.84,0,0,0,0,0,0,0,0,2,9,8,5
529,Gary Pietrafesa,34,male,Monsters CYA,12,8,94,11,7,8,23,9,16,12,8,94,11,7,8,23,9,16,56,94,38,96628.58000000005,179947.24999999994,250.89999999999998,19,16,16,18,18,16,13,9,10,19,17,17
530,Tanya Mcmillan,32,none,Monsters CYA,2,0,5,0,0,1,0,1,1,2,0,5,0,0,1,0,1,1,4,4,2,5052.320000000001,8883.189999999999,13.14,0,0,0,0,0,0,0,0,2,8,0,0
531,Tammy Lechuga,51,none,Monsters CYA,1,1,11,0,2,2,1,2,2,1,1,11,0,2,2,1,2,2,6,12,4,9375.12,19006.129999999997,24.36,0,0,0,0,0,0,0,0,2,9,8,3
532,Florence Wilson,42,female,Monsters CYA,20,9,128,14,14,14,15,24,18,20,9,128,14,14,14,15,24,18,70,118,68,124402.1599999999,233561.48999999987,323.2199999999999,28,23,19,18,18,16,19,17,19,28,24,27
533,Nicholas Fast,55,none,Monsters CYA,19,23,171,16,14,25,21,29,24,19,23,171,16,14,25,21,29,24,100,146,96,161871.3999999998,303830.4600000001,420.4999999999999,26,26,25,27,26,25,27,26,29,36,32,37
534,James Perez,21,male,Monsters CYA,11,15,112,12,18,10,12,16,18,11,15,112,12,18,10,12,16,18,56,90,78,98263.43999999997,190651.8,255.25999999999993,18,16,17,18,18,16,20,16,19,27,22,17
535,Joann Mccrossen,28,female,Monsters CYA,6,6,81,3,9,15,11,21,10,6,6,81,3,9,15,11,21,10,56,68,38,78195.94,139873.03999999998,203.16000000000003,17,17,17,13,8,9,9,9,10,19,17,17
536,Alice Mora,38,none,Monsters CYA,4,3,32,5,2,5,1,7,5,4,3,32,5,2,5,1,7,5,28,26,10,29569.740000000005,52134.260000000024,76.86,9,9,8,9,1,0,0,0,2,9,8,9
537,Robert Villalvazo,35,none,Monsters CYA,16,13,87,8,8,11,9,11,11,16,13,87,8,8,11,9,11,11,30,82,62,82703.00000000001,162763.55000000005,214.83999999999997,18,15,18,18,16,8,9,9,10,19,17,17
538,Marlene Worrell,55,female,Monsters CYA,9,10,67,3,2,8,6,15,14,9,10,67,3,2,8,6,15,14,44,48,42,60325.90000000002,112390.75,156.79999999999995,10,9,8,9,8,9,10,8,10,19,17,17
539,Horace Skillman,64,none,Monsters CYA,14,12,133,17,19,18,19,16,18,14,12,133,17,19,18,19,16,18,66,122,78,126594.41999999998,241038.97999999995,328.7800000000001,28,23,26,22,17,16,18,18,19,27,26,26
540,Yvonne Ridgeway,30,none,Monsters CYA,25,19,163,14,27,14,21,22,21,25,19,163,14,27,14,21,22,21,104,130,92,151572.55999999985,284597.1100000001,393.7000000000004,27,25,25,27,26,25,27,26,29,35,27,27
541,Carolyn Watt,52,none,Monsters CYA,13,24,149,17,26,18,17,17,17,13,24,149,17,26,18,17,17,17,76,106,116,132950.85999999987,253462.1000000001,345.2600000000001,28,23,26,27,26,25,28,17,19,27,26,26
